timestamp,density,speed_kph,v_max_kph_used,load_tons,stress_mpa_proxy,reliability_beta,env_stress,k_mpa_per_ton,sim_fatigue,sim_shockwave,avg_density,max_stress,source
2026-01-31T02:29:36.877341+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1418857985701093,0.09375799693250367,52.20604401263023,live_camera
2026-01-31T02:29:36.910513+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.15116015448550654,0.09532982069790936,51.94727054738737,live_camera
2026-01-31T02:29:40.657155+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.13280994715437822,0.09478763308332755,48.198982920710584,live_camera
2026-01-31T02:29:40.932097+00:00,0.0006,,80.0,2.0,1.2,9.951885354941062,15.1,0.6,100.0,0.15562918265915485,0.09494260869357066,48.23743975752872,live_camera
2026-01-31T02:29:44.511295+00:00,0.0006,0.0,0.0,2.0,1.2,9.951885354941062,15.1,0.6,1.5840698096215966,0.0,0.0010595784679743121,0.5297892339871559,live_camera
2026-01-31T02:29:44.692454+00:00,0.0006,0.0,0.0,2.0,1.2,9.951885354941062,15.1,0.6,1.8730341036899572,0.0,0.0012528656211972958,0.6264328105986479,live_camera
2026-01-31T02:29:48.578450+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.10956850167443927,0.09511275413884196,52.38149204210644,live_camera
2026-01-31T02:29:48.674595+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.1203850014261837,0.09396055494390715,50.0810189370108,live_camera
2026-01-31T02:29:52.490205+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11521825292985478,0.09325491171459949,49.94637243451931,live_camera
2026-01-31T02:29:52.651255+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12485704429592427,0.09488915193829696,54.367644933718736,live_camera
2026-01-31T02:29:56.644316+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.12116430513828681,0.09491299356025945,51.834803445424185,live_camera
2026-01-31T02:29:56.762979+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11496956461960624,0.0946827605595917,50.05598476827714,live_camera
2026-01-31T02:30:00.698195+00:00,0.03,,80.0,0.0,0.0,9.999999999999991,15.1,0.6,100.0,0.11092282545583702,0.09480721389661988,50.696276570140995,live_camera
